msisdn,week_start,weekly_revenue,total_events,sms_events,voice_events,is_qualifying,first_name,last_name,region,date_of_birth,sim_activation_date,source_system_name
27757311186,2025-07-14,178.09,12,1,6,1,,,,,,
27791549028,2025-07-14,176.62,10,0,7,1,,,,,,
27771177580,2025-07-14,176.07,9,1,5,1,Danielle,Rodriguez,Cape Town,,2024-09-07,ArrowMobile
27709138730,2025-07-14,175.02,15,0,8,1,,,,,,
27756114668,2025-07-14,174.96999999999997,17,0,13,1,Owethu,Mafulela,East London,,2025-05-21,ArrowMobile
27760632550,2025-07-14,174.38,10,0,7,1,Thabisa,Mgcaleka,Durban,,2025-03-28,ArrowMobile
27705752990,2025-07-14,173.76000000000002,14,0,10,1,Andrea,Calderon,Durban,06 09 1981,2023-08-02,VMobile
27767843485,2025-07-14,173.09999999999997,15,0,7,1,Mohammad,Smith,Klerksdorp,,2025-02-28,ArrowMobile
27769652162,2025-07-14,172.7,9,0,5,1,Linda,Morales,Cape Town,,2024-10-29,ArrowMobile
27768138021,2025-07-14,170.69,15,0,11,1,,,,,,
27708208823,2025-07-14,168.56,11,0,5,1,Silondile,Nyawo,Cape Town,,2024-10-21,ArrowMobile
27729817935,2025-07-14,167.97,8,0,3,1,Victor,Watts,Cape Town,25 05 1992,2025-04-26,VMobile
27799698904,2025-07-14,167.41,15,0,10,1,Jeffrey,Bright,Pretoria,07 04 1974,2023-10-26,VMobile
27782686315,2025-07-14,167.22,16,0,10,1,,,,,,
27701302724,2025-07-14,167.2,11,0,8,1,Sibonelo,Jiyane,Johannesburg,31 05 1965,2024-01-10,VMobile
27765569160,2025-07-14,165.07999999999998,9,0,5,1,Mnqobi,Dlamane,Ekurhuleni,,2025-03-08,ArrowMobile
27712385865,2025-07-14,164.05999999999997,12,0,6,1,,,,,,
27712305098,2025-07-14,162.89999999999998,17,0,7,1,William,Wilson,Bloemfontein,10 10 1941,2024-05-29,VMobile
27747092401,2025-07-14,161.93,12,0,7,1,,,,,,
27707347477,2025-07-14,160.05,14,0,10,1,David,Nielsen,Port Elizabeth,14 12 1944,2023-08-24,VMobile
27792624290,2025-07-14,159.66,10,0,5,1,,,,,,
27763735255,2025-07-14,157.73,9,0,5,1,Joshua,Lewis,Johannesburg,,2024-01-24,ArrowMobile
27767240786,2025-07-14,155.85,10,0,6,1,,,,,,
27798418621,2025-07-14,153.98999999999998,10,0,6,1,,,,,,
27741562035,2025-07-14,153.16000000000003,12,0,4,1,Thalente,Ngidi,Middelburg,,2023-10-21,ArrowMobile
27750383551,2025-07-14,152.98,8,0,2,1,Mcebisi,Mshikela,Cape Town,,2025-01-05,ArrowMobile
27722745553,2025-07-14,152.96,15,0,12,1,Katherine,Smith,Port Elizabeth,,2024-05-26,ArrowMobile
27720125760,2025-07-14,152.54,13,0,7,1,,,,,,
27710816964,2025-07-14,152.38,11,0,8,1,Nomcebo,Mntimande,Welkom,,2023-08-14,ArrowMobile
27736732237,2025-07-14,151.88999999999996,12,0,6,1,Zinhle,Ndabansele,Durban,,2023-10-26,ArrowMobile
27753729547,2025-07-14,151.8,11,0,7,1,,,,,,
27787356407,2025-07-14,150.56,12,0,6,1,Kathleen,Romero,West Rand,,2024-07-18,ArrowMobile
27761704638,2025-07-14,150.45000000000002,15,0,10,1,Monica,Evans,Cape Town,27 01 1983,2024-02-03,VMobile
27779234888,2025-07-14,149.55,12,0,6,1,,,,,,
27789600650,2025-07-14,148.30999999999997,16,0,11,1,,,,,,
27765054595,2025-07-14,147.79000000000002,13,1,7,1,,,,,,
27795825108,2025-07-14,147.48000000000002,15,0,10,1,Jennifer,Lewis,Cape Town,25 07 1973,2024-08-05,VMobile
27774160565,2025-07-14,147.44,11,0,9,1,,,,,,
27732301840,2025-07-14,147.40999999999997,15,0,9,1,Jason,Ryan,Welkom,,2025-04-09,ArrowMobile
27730744349,2025-07-14,144.48,13,0,9,1,Joshua,Booth,Cape Town,25 03 1991,2024-05-31,VMobile
27746721111,2025-07-14,144.12,12,0,4,1,,,,,,
27712113164,2025-07-14,144.11,13,0,9,1,,,,,,
27759434978,2025-07-14,143.92000000000002,11,0,7,1,,,,,,
27746984621,2025-07-14,143.91000000000003,7,0,3,1,Rachael,Pritchard,Cape Town,,2024-04-17,ArrowMobile
27739228461,2025-07-14,143.10999999999999,8,0,4,1,Mcebisi,Dubandlela,Durban,,2024-09-28,ArrowMobile
27753625790,2025-07-14,143.07999999999998,10,1,5,1,Chelsea,Ryan,Boksburg,,2023-11-02,ArrowMobile
27744146237,2025-07-14,142.67,12,0,9,1,Guy,Alexander,Durban,,2023-12-05,ArrowMobile
27703320064,2025-07-14,142.23,13,0,6,1,Owethu,Khanyile,Port Elizabeth,11 07 1997,2024-04-10,VMobile
27755709632,2025-07-14,141.23000000000002,10,0,8,1,Nomathalente,Nhlane,Vereeniging,,2025-01-07,ArrowMobile
27756849299,2025-07-14,139.69000000000003,16,0,11,1,,,,,,
27729817295,2025-07-14,138.82000000000002,8,0,7,1,Amahle,Ngobese,Ekurhuleni,,2023-09-04,ArrowMobile
27792106918,2025-07-14,137.8,13,0,12,1,,,,,,
27751166645,2025-07-14,137.7,11,0,8,1,Luyanda,Kubheka,Port Elizabeth,,2024-03-22,ArrowMobile
27758773144,2025-07-14,135.94,11,1,9,1,,,,,,
27799314934,2025-07-14,135.39999999999998,13,0,11,1,Gerald,Bailey,Soshanguve,,2023-11-15,ArrowMobile
27711513959,2025-07-14,135.21999999999997,18,0,11,1,Dumisani,Jobe,West Rand,,2023-08-28,ArrowMobile
27712488797,2025-07-14,132.24,14,1,11,1,Amahle,Mdlanyoka,Cape Town,,2024-03-07,ArrowMobile
27736685370,2025-07-14,131.54,10,0,7,1,,,,,,
27729820192,2025-07-14,129.45,16,0,11,1,Annt,Baker,Durban,,2024-02-27,ArrowMobile
27709367729,2025-07-14,128.85999999999999,9,0,3,1,Carlos,Johnson,Johannesburg,28 01 1962,2024-02-02,VMobile
27757293964,2025-07-14,127.79999999999998,10,0,9,1,Nobuhle,Mgilija,Ekurhuleni,04 09 1952,2023-08-08,VMobile
27707848987,2025-07-14,127.11,18,1,13,1,Nicole,Ward,Pietermaritzburg,04 09 1952,2024-10-21,VMobile
27761164231,2025-07-14,124.38999999999999,11,0,8,1,,,,,,
27743941564,2025-07-14,124.2,9,1,4,1,Sibonelo,Ntombela,Durban,08 05 1968,2025-01-21,VMobile
27723484978,2025-07-14,123.96000000000001,8,0,7,1,Mlungisi,Jama,Cape Town,,2023-11-08,ArrowMobile
27792936129,2025-07-14,121.62,9,0,6,1,Nhlanhla,Shandu,Newcastle,,2025-04-06,ArrowMobile
27798562157,2025-07-14,121.47999999999999,11,0,8,1,Jeffrey,Morgan,Krugersdorp,,2024-07-24,ArrowMobile
27791653270,2025-07-14,120.49000000000001,7,0,4,1,Vusumuzi,Bhovungana,Polokwane,,2025-01-25,ArrowMobile
27737674304,2025-07-14,117.71,11,0,7,1,Danielle,Sharp,Klerksdorp,,2024-11-15,ArrowMobile
27782499920,2025-07-14,117.36,6,0,3,1,,,,,,
27772909252,2025-07-14,116.88000000000001,5,1,3,1,Amahle,Cwalile,Johannesburg,01 10 1947,2024-09-11,VMobile
27719961318,2025-07-14,116.67999999999998,13,0,7,1,,,,,,
27790781178,2025-07-14,112.87,11,0,7,1,,,,,,
27762338119,2025-07-14,112.28000000000002,7,0,3,1,Melanie,Bell,Durban,,2024-07-18,ArrowMobile
27767578966,2025-07-14,110.37,12,0,9,1,,,,,,
27796677912,2025-07-14,110.35,7,0,3,1,Allison,Obrien,Cape Town,20 03 2005,2023-12-09,VMobile
27758744842,2025-07-14,110.22,7,0,3,1,Siphesihle,Mjwara,Cape Town,25 04 1988,2024-08-22,VMobile
27768741126,2025-07-14,107.21000000000001,11,0,8,1,,,,,,
27774163254,2025-07-14,106.98000000000002,9,1,5,1,Mcebisi,Khosini,Cape Town,,2025-02-15,ArrowMobile
27791923440,2025-07-14,103.92,12,0,4,1,Mandla,Dludlu,Boksburg,02 02 1998,2024-10-13,VMobile
27783581201,2025-07-14,102.03,12,0,10,1,,,,,,
27730008139,2025-07-14,101.31000000000002,8,0,7,1,,,,,,
27720714523,2025-07-14,100.91,12,0,8,1,,,,,,
27793605906,2025-07-14,100.85,12,0,7,1,Zibuyile,Sithuli,Durban,21 04 2000,2024-11-07,VMobile
27717893653,2025-07-14,99.96000000000002,13,0,8,1,Simphiwe,Nondlela,Soshanguve,30 12 2002,2024-07-11,VMobile
27767639036,2025-07-14,92.31,7,0,4,1,Thalente,Galu,Johannesburg,23 01 1993,2024-12-08,VMobile
27712755488,2025-07-14,87.83999999999999,13,0,9,1,,,,,,
27788798367,2025-07-14,85.03000000000002,10,0,7,1,,,,,,
27716808757,2025-07-14,69.30999999999999,10,0,9,1,Guy,Kelly,Rustenburg,25 07 1973,2023-11-05,VMobile
27771583203,2025-07-14,61.22000000000001,9,1,5,1,Musa,Sondisa,Cape Town,22 05 1999,2023-10-29,VMobile
27759568476,2025-07-14,56.779999999999994,8,0,4,1,Kendra,Galloway,Vereeniging,18 10 1997,2024-06-30,VMobile
27785690836,2025-07-14,51.44,9,0,6,1,Bhekokwakhe,Mcwaye,Ekurhuleni,06 02 1979,2024-05-28,VMobile
27705295490,2025-07-14,41.14,8,0,5,1,,,,,,
